"minutes.elapsed","Date","map","num_players","Nick","Kills","Deaths","Damage.Dealt","Damage.Taken","Score","Perf","ELO","UnknownHeader","GT.kills","GT.acc","GT.shots.hit","GT.shots.fired","MG.kills","MG.acc","MG.shots.hit","MG.shots.fired","SG.kills","SG.acc","SG.shots.hit","SG.shots.fired","GL.kills","GL.acc","GL.shots.hit"," GL.shots.fired","RL.kills","RL.acc","RL.shots.hit","RL.shots.fired","LG.kills","LG.acc","LG.shots.hit","LG.shots.fired","RG.kills","RG.acc","RG.shots.hit","RG.shots.fired","PG.kills","PG.acc","PG.shots.hit","PG.shots.fired","HMG.kills","HMG.acc","HMG.shots.hit","HMG.shots.fired","BFG.kills","BFG.acc","BFG.shots.hit","BFG.shots.fired","PM.kills","PM.acc","PM.shots.hit","PM.shots.fired","CG.kills","CG.acc","CG.shots.hit","CG.shots.fired","NG.kills","NG.acc","NG.shots.hit","NG.shots.fired","win"
4.4,2017-04-23 14:24:52,bloodrun,15,odt,24,13,4083,2002,22,28,2435,odt,0,0,0,0,1,47,73,155,3,35,63,180,1,25,1,4,1,44,7,16,11,39,219,564,2,43,3,7,5,21,31,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.76666666666667,2017-04-23 14:17:38,grimdungeons,18,odt,45,23,7267,3778,43,43,2441,odt,0,0,0,0,6,47,152,323,7,37,82,220,0,0,0,0,13,73,52,71,16,46,272,585,1,80,4,5,0,67,10,15,0,0,0,0,2,44,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6.93333333333333,2017-04-23 14:09:46,1plus,17,odt,50,12,7214,2628,50,53,2440,odt,0,0,0,0,7,51,187,370,2,51,51,100,0,0,0,0,3,40,10,25,22,50,385,770,11,60,18,30,5,17,50,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.38333333333333,2017-04-23 13:43:50,campgrounds,17,odt,49,21,5400,2448,49,49,2438,odt,1,0,0,0,6,43,172,398,12,28,188,660,0,0,0,0,8,55,21,38,17,39,236,602,0,0,0,0,5,14,27,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.53333333333333,2017-04-23 13:37:22,lostworld,16,odt,37,19,5436,2493,37,37,2442,odt,0,0,0,0,9,49,211,435,11,44,344,780,0,100,1,1,4,71,12,17,13,48,280,581,0,0,0,0,0,27,17,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.76666666666667,2017-04-23 13:30:39,almostlost,14,odt,44,12,5841,1866,44,44,2444,odt,0,0,0,0,2,53,134,251,5,42,169,400,0,0,0,0,0,0,0,0,24,47,414,875,0,0,0,0,0,0,0,0,13,39,141,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,2017-04-23 13:23:34,overkill,17,odt,49,23,6784,3481,49,49,2443,odt,0,0,0,0,3,50,224,447,8,28,133,480,0,25,1,4,4,76,13,17,16,47,392,828,6,65,11,17,0,0,0,0,12,39,139,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,2017-04-23 12:58:25,almostlost,10,odt,51,18,6981,3188,50,50,2441,odt,0,0,0,0,7,48,189,396,0,33,20,60,1,29,4,14,13,55,26,47,15,40,263,657,3,100,3,3,2,15,10,66,10,37,99,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.25,2017-04-23 12:49:12,theedge,14,odt,50,9,6203,2022,50,50,2441,odt,0,0,0,0,0,39,30,77,10,41,213,520,0,0,0,0,18,65,39,60,7,52,134,258,0,0,0,0,0,0,0,0,15,38,137,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.9,2017-04-22 14:38:33,hiddenfortress,19,odt,50,16,7109,2550,50,50,2439,odt,0,0,0,0,6,51,244,476,28,30,427,1420,0,0,0,0,12,77,33,43,1,42,33,78,3,69,9,13,0,8,6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.05,2017-04-22 14:31:22,almostlost,18,odt,50,24,6407,3195,50,50,2438,odt,0,0,0,0,7,46,222,485,7,36,150,420,0,33,6,18,4,93,25,27,22,46,367,802,0,0,0,0,0,0,0,0,10,35,90,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.16666666666667,2017-04-22 14:24:13,campgrounds,17,odt,50,27,6011,3440,50,50,2436,odt,0,0,0,0,10,45,299,661,14,26,169,660,3,63,5,8,2,100,2,2,18,46,289,634,0,0,0,0,3,11,37,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.48333333333333,2017-04-22 14:16:40,bloodrun,15,odt,52,22,7698,3339,50,50,2434,odt,0,0,0,0,1,54,124,229,19,31,352,1120,3,44,15,34,15,67,40,60,7,36,95,266,6,54,7,13,1,18,12,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2017-04-22 14:06:47,almostlost,19,odt,50,19,6264,2889,50,50,2433,odt,1,0,0,0,5,44,226,517,3,26,79,300,0,0,0,2,3,78,7,9,21,40,335,840,0,0,0,0,3,15,12,81,14,37,178,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.26666666666667,2017-04-22 13:56:54,verticalvengeance,15,odt,50,22,7115,2697,50,50,2433,odt,2,0,0,0,7,50,314,627,8,40,263,660,0,0,0,0,27,79,52,66,0,0,0,0,3,83,5,6,3,15,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.9,2017-04-22 13:49:09,aerowalk,16,odt,54,35,8065,3849,50,50,2432,odt,0,0,0,0,6,54,214,397,6,32,160,500,1,67,4,6,33,90,75,83,7,44,180,408,1,25,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.11666666666667,2017-04-22 13:42:02,theedge,14,odt,50,7,6132,2609,50,50,2431,odt,0,0,0,0,1,55,62,112,1,46,55,120,0,0,0,0,3,50,5,10,8,41,115,282,0,0,0,0,0,0,0,0,37,40,490,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.73333333333333,2017-04-22 13:33:35,campgrounds,16,odt,50,32,6781,3616,50,50,2429,odt,0,0,0,0,7,43,310,717,6,42,92,220,0,0,0,0,14,83,40,48,22,42,330,788,0,0,0,0,1,12,15,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.35,2017-04-22 13:25:04,wargrounds,18,odt,52,27,7297,3678,50,50,2427,odt,1,0,0,0,5,49,271,550,17,35,283,800,0,0,0,0,20,67,66,99,0,0,0,0,4,58,7,12,0,0,0,0,4,41,56,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.83333333333333,2017-04-22 13:15:06,heroskeep,20,odt,50,15,6695,2243,50,50,2426,odt,1,0,0,0,8,44,162,371,0,0,0,0,0,0,0,0,16,74,35,47,16,44,189,427,9,67,18,27,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.86666666666667,2017-04-22 13:08:19,grimdungeons,26,odt,50,16,6273,2499,50,50,2429,odt,0,0,0,0,5,47,174,367,10,35,132,380,0,0,0,0,17,78,35,45,17,47,339,720,1,100,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.68333333333333,2017-04-22 13:00:12,asylum,22,odt,50,18,6921,2276,50,66,2428,odt,0,0,0,0,3,44,112,255,17,36,253,700,0,0,0,0,19,77,41,53,7,46,180,391,0,0,0,0,3,16,13,83,1,46,58,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.55,2017-04-22 12:09:42,hellsgate,8,odt,51,20,6465,2432,50,50,2427,odt,0,0,0,0,6,59,207,353,0,0,0,0,0,0,0,0,36,67,89,133,0,0,0,0,3,57,4,7,6,21,34,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.45,2017-04-22 12:03:13,deepinside,14,odt,50,15,6740,2991,50,50,2425,odt,0,0,0,0,0,45,44,97,14,33,330,1000,0,0,0,1,4,38,10,26,20,52,450,865,8,86,12,14,4,21,23,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.1,2017-04-22 11:52:54,campgrounds,15,odt,51,16,5890,2458,50,50,2424,odt,0,0,0,0,6,44,138,315,24,28,266,940,1,33,2,6,8,58,15,26,10,42,219,520,1,100,2,2,1,6,14,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.9,2017-04-22 11:45:58,grimdungeons,16,odt,51,4,7700,2002,50,74,2423,odt,0,0,0,0,0,50,73,147,8,35,69,200,0,0,0,0,13,57,20,35,22,48,479,994,0,0,0,0,6,13,22,173,0,0,0,0,2,60,6,10,0,0,0,0,0,0,0,0,0,0,0,0,1
8.13333333333333,2017-04-22 10:55:23,lostworld,12,odt,50,28,7168,4382,50,50,2419,odt,2,0,0,0,7,52,303,584,19,35,422,1200,1,50,3,6,4,63,10,16,17,47,366,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.6,2017-04-22 10:37:50,spacechamber,13,odt,54,28,7736,3325,50,50,2412,odt,0,0,0,0,10,48,202,422,7,46,158,340,0,0,0,0,10,63,29,46,0,0,0,0,8,71,12,17,1,10,9,91,16,43,160,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.08333333333333,2017-04-22 10:28:00,retribution,15,odt,39,26,5984,3555,39,39,2421,odt,0,0,0,0,19,46,410,888,0,0,0,0,0,0,0,0,10,65,32,49,0,0,0,0,1,50,5,10,5,19,53,281,4,37,62,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.18333333333333,2017-04-22 10:19:25,chemicalreaction,13,odt,30,19,4567,2774,29,29,2428,odt,0,0,0,0,4,55,93,169,6,37,139,380,0,30,3,10,9,50,43,86,4,38,83,217,0,0,0,0,3,8,24,310,4,38,58,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.55,2017-04-22 10:12:26,asylum,10,odt,49,24,5946,3456,49,49,2427,odt,1,0,0,0,5,47,103,219,12,44,359,820,0,0,0,0,7,73,19,26,22,44,350,799,0,0,0,0,0,0,0,4,2,43,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,2017-04-22 10:04:43,trinity,15,odt,50,16,6637,2633,49,49,2425,odt,0,0,0,0,7,48,156,327,12,33,211,640,0,0,0,0,6,79,15,19,15,47,324,683,1,56,5,9,0,0,0,0,9,46,132,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.83333333333333,2017-04-22 09:56:51,demonkeep,22,odt,42,17,5144,2312,40,68,2420,odt,0,0,0,0,7,53,189,358,7,35,148,420,0,0,0,0,1,50,1,2,8,44,133,301,0,0,0,1,3,26,31,118,16,40,149,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.3,2017-04-21 17:59:55,blackcathedral,12,odt,34,31,5234,4023,32,32,2427,odt,0,0,0,0,4,37,124,339,8,29,168,580,0,20,1,5,5,70,19,27,11,50,239,476,2,50,4,8,3,16,26,167,1,40,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.65,2017-04-21 17:49:33,limbus,12,odt,47,33,6195,4381,45,45,2429,odt,1,0,0,0,8,36,104,288,13,34,272,800,0,0,0,0,6,60,29,48,11,38,243,635,8,75,9,12,0,17,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.23333333333333,2017-04-21 17:40:33,bloodrun,13,odt,20,23,3448,3085,19,29,2439,odt,0,0,0,0,2,44,80,180,4,40,103,260,1,22,5,23,7,64,23,36,5,44,107,242,1,33,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,2017-04-21 16:07:48,provinggrounds,9,odt,50,32,7233,3798,50,50,2435,odt,1,0,0,0,12,52,387,745,1,19,15,80,0,0,0,0,17,72,60,83,19,49,384,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.78333333333333,2017-04-21 15:58:25,repent,12,odt,40,16,5661,2190,40,40,2437,odt,1,0,0,0,3,36,71,200,9,37,205,560,0,0,0,0,4,52,13,25,8,48,180,374,0,0,0,0,3,18,23,131,11,47,197,421,0,0,0,0,0,0,0,0,0,0,0,0,1,40,4,10,0
8.15,2017-04-21 15:51:36,7plus,14,odt,52,22,7987,3029,50,50,2431,odt,1,0,0,0,6,42,190,448,4,22,40,180,0,0,0,0,12,53,31,59,15,49,139,284,11,64,29,45,3,10,21,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.95,2017-04-21 15:41:24,overkill,11,odt,33,16,4850,2692,32,49,2427,odt,0,0,0,0,2,45,131,288,6,24,72,300,2,40,2,5,2,31,4,13,10,42,225,530,1,64,9,14,0,0,0,0,10,37,129,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,2017-04-20 20:09:41,overkill,18,odt,45,21,5951,3059,44,44,2426,odt,0,0,0,0,2,48,127,264,9,30,204,680,1,41,7,17,3,54,7,13,22,43,301,703,5,57,8,14,0,0,0,0,3,28,40,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.98333333333333,2017-04-20 20:03:05,quarantine,19,odt,34,17,4798,2331,33,40,2432,odt,1,0,0,0,6,40,141,351,6,43,103,240,0,0,0,0,6,64,27,42,12,44,283,646,3,100,4,4,0,0,0,0,0,44,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.88333333333333,2017-04-20 17:29:10,hellsgate,14,odt,44,29,5722,3484,43,43,2431,odt,0,0,0,0,11,48,338,699,0,0,0,0,0,0,0,0,22,88,49,56,0,0,0,0,3,58,7,12,8,28,61,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.85,2017-04-20 17:23:33,grimdungeons,19,odt,33,19,4641,3110,33,33,2435,odt,0,0,0,0,2,42,51,121,4,37,142,380,0,0,0,0,7,68,26,38,11,50,215,428,2,83,5,6,0,0,0,0,0,0,0,0,7,73,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2666666666667,2017-04-20 17:16:47,dredwerkz,14,odt,50,38,7505,4775,48,48,2438,odt,0,0,0,0,1,38,51,136,6,33,160,480,0,0,0,0,9,65,22,34,6,39,102,263,5,56,15,27,0,9,3,34,13,35,163,466,10,50,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,2017-04-20 16:49:41,grimdungeons,20,odt,37,19,5265,2739,36,36,2444,odt,0,0,0,0,6,41,152,372,2,43,43,100,0,0,0,0,18,65,42,65,8,49,138,281,1,100,1,1,2,20,25,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.61666666666667,2017-04-20 16:43:02,demonkeep,17,odt,30,28,4512,3715,29,29,2455,odt,0,0,0,0,2,52,132,254,9,36,276,760,0,0,0,0,3,45,9,20,1,41,57,140,7,75,9,12,2,10,22,223,6,33,82,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,2017-04-20 16:35:08,trinity,15,odt,45,31,6222,3626,44,44,2459,odt,0,0,0,0,2,46,144,313,3,41,98,240,1,14,1,7,16,60,39,65,11,41,228,560,3,67,6,9,0,10,13,135,9,35,81,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.56666666666667,2017-04-20 16:26:52,longestyard,15,odt,43,33,6435,4095,41,41,2462,odt,0,0,0,0,21,50,518,1040,13,38,345,920,0,0,0,0,9,68,47,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.03333333333333,2017-04-20 16:18:09,spacechamber,17,odt,54,24,6440,3009,50,50,2459,odt,0,0,0,0,3,54,136,254,12,38,250,660,0,0,0,0,4,52,12,23,0,0,0,0,2,67,6,9,3,19,24,125,24,43,254,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.63333333333333,2017-04-20 16:10:13,almostlost,18,odt,50,13,7063,1773,50,50,2458,odt,0,0,0,0,7,54,170,314,2,29,58,200,0,0,0,0,17,81,35,43,10,39,169,428,0,0,0,0,0,0,0,0,14,42,225,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.01666666666667,2017-04-20 16:04:31,asylum,16,odt,48,23,6860,2731,48,48,2458,odt,7,0,0,0,2,53,168,316,8,38,113,300,0,0,0,0,4,55,11,20,19,48,382,792,0,0,0,0,1,16,5,31,6,39,137,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.16666666666667,2017-04-20 15:57:37,demonkeep,18,odt,30,11,4203,1933,30,54,2461,odt,0,0,0,0,5,49,143,292,3,31,104,340,1,22,2,9,2,78,7,9,8,43,166,382,1,50,2,4,1,8,4,48,9,40,91,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2017-04-20 15:39:44,asylum,17,odt,52,25,6755,3193,50,50,2456,odt,0,0,0,0,10,53,219,410,7,34,169,500,0,0,0,0,20,91,43,47,14,46,255,558,0,0,0,0,0,0,0,0,1,54,43,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.18333333333333,2017-04-20 15:33:44,chemicalreaction,16,odt,34,21,4574,2732,33,33,2454,odt,1,0,0,0,2,50,105,212,5,51,123,240,1,33,2,6,6,80,20,25,12,44,226,517,1,67,2,3,0,0,0,0,6,46,75,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.71666666666667,2017-04-20 15:27:16,aerowalk,18,odt,48,37,6779,4431,47,47,2454,odt,1,0,0,0,7,44,157,357,8,33,151,460,0,80,4,5,13,100,31,31,14,48,311,652,5,73,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.86666666666667,2017-04-20 15:20:06,trinity,20,odt,50,16,6692,2307,50,50,2449,odt,0,0,0,0,12,50,147,294,0,0,0,0,0,0,0,0,6,60,18,30,6,47,176,378,7,68,13,19,1,17,8,48,18,30,118,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.78333333333333,2017-04-20 15:13:52,retribution,25,odt,48,22,6369,2887,46,46,2448,odt,0,0,0,0,14,51,244,482,1,30,18,60,0,0,0,0,13,67,34,51,0,0,0,0,7,79,11,14,6,21,41,193,7,40,108,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.55,2017-04-20 15:06:42,gothicrage,16,odt,51,21,7315,2771,50,50,2448,odt,0,0,0,0,4,42,94,222,1,41,49,120,0,0,0,0,7,49,18,37,1,55,77,140,0,0,0,0,11,17,84,487,27,39,208,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,2017-04-20 15:00:04,campgrounds,16,odt,39,26,6818,3417,39,39,2461,odt,1,0,0,0,8,46,283,612,3,51,101,200,0,22,2,9,3,79,11,14,6,40,116,287,5,58,7,12,13,27,104,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2017-04-19 19:02:35,retribution,15,odt,51,16,9220,2697,50,50,2459,odt,0,0,0,0,8,46,158,340,0,0,0,0,0,0,0,0,23,66,76,115,0,0,0,0,13,58,15,26,7,16,49,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.53333333333333,2017-04-19 18:53:36,foolishlegacy,13,odt,41,20,5451,3010,40,40,2460,odt,1,0,0,0,3,47,147,312,17,40,357,900,0,0,0,0,2,62,8,13,9,43,173,399,0,0,0,0,2,9,4,47,7,45,110,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.38333333333333,2017-04-19 18:45:31,hiddenfortress,17,odt,38,16,5425,2717,38,38,2459,odt,0,0,0,0,5,52,103,199,6,35,146,420,0,0,0,0,12,62,24,39,10,41,206,508,3,73,8,11,2,15,25,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.86666666666667,2017-04-19 17:17:19,almostlost,23,odt,39,24,4676,3038,39,39,2461,odt,0,0,0,0,19,53,335,633,5,40,183,460,0,0,0,0,3,75,12,16,8,48,135,279,0,0,0,0,0,0,0,0,4,36,44,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.58333333333333,2017-04-19 17:11:06,retribution,23,odt,31,22,4193,2725,31,31,2467,odt,0,0,0,0,9,43,148,342,0,0,0,0,0,0,0,0,9,74,29,39,0,0,0,0,2,60,3,5,3,13,19,149,8,41,128,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98333333333333,2017-04-19 17:05:14,purgatory,25,odt,44,18,4949,2747,44,44,2467,odt,0,0,0,0,2,39,71,184,12,28,204,740,0,40,2,5,9,74,17,23,17,42,204,486,3,57,4,7,0,0,0,0,1,49,36,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.45,2017-04-19 16:58:11,sinister,19,odt,35,21,5159,2594,35,35,2475,odt,0,0,0,0,5,52,90,172,6,34,165,480,3,34,10,29,10,68,32,47,6,46,158,346,5,46,6,13,0,20,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.01666666666667,2017-04-19 16:51:22,campgrounds,22,odt,49,20,6407,2839,49,49,2472,odt,1,0,0,0,9,50,327,651,5,33,106,320,0,0,0,0,14,93,28,30,11,43,195,454,0,0,0,0,9,24,58,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.53333333333333,2017-04-19 16:45:21,spacechamber,23,odt,44,31,6308,3749,40,40,2476,odt,1,0,0,0,10,48,280,581,3,42,75,180,0,0,0,0,7,55,29,53,0,0,0,0,8,61,19,31,3,14,17,120,9,38,111,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.76666666666667,2017-04-19 16:34:01,overkill,24,odt,51,25,7018,3532,50,50,2474,odt,1,0,0,0,9,51,274,537,6,34,156,460,0,0,0,2,4,82,14,17,17,50,343,690,0,0,0,0,0,19,7,37,14,45,176,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.85,2017-04-19 16:27:17,aerowalk,20,odt,39,23,5941,2913,37,37,2483,odt,1,0,0,0,4,50,103,208,9,45,197,440,5,50,11,22,12,77,34,44,5,44,130,297,3,56,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,2017-04-19 15:34:20,bloodrun,14,odt,50,18,5978,2743,50,50,2479,odt,0,0,0,0,12,52,192,372,8,34,116,340,4,23,7,31,7,69,27,39,11,42,224,534,4,83,5,6,4,16,21,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.33333333333333,2017-04-19 15:27:34,castledeathstalker,18,odt,51,25,7125,3178,50,50,2475,odt,0,0,0,0,10,52,393,753,7,31,155,500,1,50,2,4,20,63,42,67,5,39,41,105,0,0,0,0,0,0,0,0,8,34,47,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.05,2017-04-19 15:18:05,heroskeep,17,odt,41,13,6055,1872,40,40,2477,odt,0,0,0,0,8,49,143,289,0,0,0,0,0,0,0,0,2,56,9,16,10,48,176,364,21,63,38,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46666666666667,2017-04-19 15:11:15,trinity,15,odt,48,20,6434,2846,48,48,2476,odt,0,0,0,0,3,51,169,333,3,34,95,280,0,11,1,9,2,75,3,4,28,42,383,914,6,71,10,14,0,8,3,39,6,32,39,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.33333333333333,2017-04-19 15:03:57,asylum,12,odt,52,23,6538,3059,50,50,2475,odt,0,0,0,0,2,46,58,126,13,39,260,660,0,0,0,0,8,63,33,52,18,42,291,701,0,0,0,0,0,0,0,0,11,42,120,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.26666666666667,2017-04-19 14:56:52,campgrounds,13,odt,51,14,7347,1878,50,50,2471,odt,0,0,0,0,5,54,194,358,9,31,106,340,0,0,0,0,13,51,25,49,21,48,368,764,0,0,0,0,3,19,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.98333333333333,2017-04-19 14:50:36,hiddenfortress,19,odt,50,25,7184,3309,50,50,2469,odt,1,0,0,0,4,49,187,379,12,29,282,960,0,20,1,5,13,78,38,49,10,49,211,427,2,75,3,4,7,26,42,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.43333333333333,2017-04-19 14:43:40,overkill,16,odt,39,22,5176,3290,38,38,2470,odt,0,0,0,0,9,44,207,473,9,34,155,460,0,0,0,0,5,79,15,19,9,46,260,570,2,50,4,8,0,0,0,0,5,35,72,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.51666666666667,2017-04-19 14:37:10,campgrounds,16,odt,50,27,6066,3325,50,50,2466,odt,0,0,0,0,5,49,244,495,13,32,180,560,0,0,0,0,8,61,34,56,24,50,454,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.31666666666667,2017-04-19 14:29:11,heroskeep,17,odt,50,15,7860,2496,50,50,2464,odt,0,0,0,0,3,49,119,242,1,22,31,140,0,0,0,0,15,81,38,47,10,43,129,297,20,65,34,52,1,20,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.06666666666667,2017-04-19 14:21:49,bloodrun,20,odt,28,16,3042,2413,28,28,2468,odt,0,0,0,0,1,47,8,17,12,31,177,580,0,20,1,5,2,100,6,6,8,41,104,252,2,56,9,16,3,27,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,2017-04-19 14:16:35,longestyard,18,odt,32,28,5342,3612,29,29,2472,odt,0,0,0,0,22,55,699,1266,2,34,67,200,0,0,0,0,8,60,26,43,0,0,0,0,0,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.41666666666667,2017-04-19 14:09:29,grimdungeons,17,odt,49,24,7902,3544,47,47,2474,odt,0,0,0,0,10,45,216,475,5,39,102,260,0,0,0,0,11,84,37,44,10,56,266,477,5,64,9,14,1,10,7,71,0,0,0,0,7,61,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0
6.58333333333333,2017-04-19 14:01:14,demonkeep,15,odt,51,12,5348,2287,50,50,2472,odt,0,0,0,0,3,35,29,84,10,35,170,480,0,0,0,0,11,59,23,39,6,45,94,209,2,30,3,10,3,16,16,98,15,39,121,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.48333333333333,2017-04-19 13:53:23,almostlost,15,odt,50,13,6459,2478,50,50,2470,odt,0,0,0,0,8,46,166,361,5,29,105,360,0,0,0,0,1,67,2,3,29,44,451,1022,0,0,0,1,4,20,38,186,3,38,33,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
